0,0
0.5,138.5315863
1,137.7883312
1.5,137.3973983
2,137.0994687
2.5,136.8995967
3,136.7653021
4,136.7353021
5,136.6672465
6,136.4353021
7,136.2263974
8,136.1704252
9,136.0383419
10,136.2086411
11,135.9885022
12,135.9885022
13,135.9444744
14,135.9004467
15,135.7683634
16,135.6936039
17,135.6495761
18,135.6936039
19,135.4294373
20,135.6055484
21,135.3854095
22,135.3854095
23,135.2973539
24,135.1287271
25,134.9966437
26,134.8645604
27,134.7765049
28,134.7324771
29,134.6003937
30,134.6884493
31,134.8645604
32,134.6884493
33,134.3128973
34,134.3217583
35,134.6902125
36,134.4398073
37,134.3872753
38,134.4070428
39,134.3244296
40,134.4958231
41,134.4566767
42,134.2590089
43,134.1984156
44,134.3153458
45,134.3010894
46,134.251809
47,134.300669
48,134.230284
49,134.1219881
50,134.1973517
51,134.0047029
52,134.1367862
53,133.7790621
54,134.0169562
55,133.9713185
56,133.8721337
57,133.9125288
58,134.0549151
59,133.9410146
60,133.8754065
61,133.9796961
62,133.8608482
63,133.784564
64,133.7405362
65,133.8285917
66,133.8726195
67,133.784564
68,133.8285917
69,133.784564
70,133.8285917
71,133.784564
72,133.8726195
73,133.6524807
74,133.9606751
75,133.9166473
76,133.8285917
77,133.784564
78,133.6524807
79,133.7405362
80,133.9166473
81,134.0487306
82,133.7405362
83,133.784564
84,133.6965085
85,133.8726195
86,133.7405362
87,133.6084529
88,133.6965085
89,133.7405362
90,133.6524807
91,133.6524807
92,133.784564
93,133.5644252
94,133.5203974
95,133.6084529
96,133.5644252
97,133.784564
98,133.6084529
99,133.7405362
100,133.4763696
101,133.6524807
102,133.8285917
103,133.5644252
104,133.6084529
105,133.8726195
106,133.784564
107,133.5644252
108,133.4763696
109,133.6965085
110,133.5203974
111,133.5203974
112,133.7405362
113,133.6084529
114,133.4323418
115,133.5644252
116,133.6524807
117,133.6084529
118,133.784564
119,133.6084529
120,133.4323418
121,133.5644252
122,133.6084529
123,133.5203974
124,133.7405362
125,133.6524807
126,133.6084529
127,133.5203974
128,133.6084529
129,133.4323418
130,133.6084529
131,133.6084529
132,133.6965085
133,133.6084529
134,133.5203974
135,133.5644252
136,133.5203974
137,133.4323418
138,133.4323418
139,133.5203974
140,133.5203974
141,133.4323418
142,133.6084529
143,133.5203974
144,133.6524807
145,133.4763696
146,133.3442863
147,133.6084529
148,133.388314
149,133.4763696
150,133.5644252
151,133.5644252
152,133.4763696
153,133.5203974
154,133.4323418
155,133.6524807
156,133.6084529
157,133.3442863
158,133.6524807
159,133.4323418
160,133.5710681
161,133.3191773
162,133.5505171
163,133.2233556
164,133.2150467
165,133.6133253
166,133.4923724
167,133.2966598
168,133.3747343
169,133.3882784
